,Rk,Team,year,Overall_wins,Overall_losses,Home_wins,Home_losses,Road_wins,Road_losses,E_wins,E_losses,W_wins,W_losses,A_wins,A_losses,C_wins,C_losses,M_wins,M_losses,P_wins,P_losses,Pre_wins,Pre_losses,Post_wins,Post_losses,≤3_wins,≤3_losses,≥10_wins,≥10_losses,Nov_wins,Nov_losses,Dec_wins,Dec_losses,Jan_wins,Jan_losses,Feb_wins,Feb_losses,Mar_wins,Mar_losses,Apr_wins,Apr_losses,Oct_wins,Oct_losses,May_wins,May_losses,SE_wins,SE_losses,NW_wins,NW_losses,SW_wins,SW_losses,Jul_wins,Jul_losses,Aug_wins,Aug_losses
8,9,Miami Heat,2020,44,29,29,7,15,22,30,13,14,16,9,6,11,3,,,4,6,35,19,9,10,6,4,23,11,9,4,11,4,8,6,6,7,3,2,,,4,1,,,10,4,4,6,6,4,nan,,3,5
9,10,Oklahoma City Thunder,2020,44,28,23,14,21,14,17,9,27,19,5,3,6,4,,,9,8,33,22,11,6,8,6,18,10,6,7,11,4,12,5,7,3,3,1,,,1,4,,,6,2,8,5,10,6,nan,,4,4
10,11,Utah Jazz,2020,44,28,23,12,21,16,20,7,24,21,6,4,6,2,,,9,6,36,18,8,10,7,5,18,11,8,6,9,5,11,4,5,6,4,1,,,4,1,,,8,1,5,7,10,8,1,0,2,5
11,12,Dallas Mavericks,2020,43,32,20,18,23,14,16,12,27,20,4,5,7,2,,,8,10,33,22,10,10,2,11,23,9,9,5,9,6,8,7,7,5,4,3,,,3,1,,,5,5,9,6,10,4,0,1,3,4
12,13,Philadelphia 76ers,2020,43,30,31,4,12,26,28,18,15,12,11,5,10,6,,,5,5,34,21,9,9,6,5,19,15,10,6,9,7,8,5,6,5,2,3,,,4,0,,,7,7,5,4,5,3,nan,,4,4
13,14,Brooklyn Nets,2020,35,37,20,16,15,21,23,23,12,14,6,10,8,4,,,6,2,25,28,10,9,7,7,17,19,9,6,6,7,5,10,5,7,4,1,,,1,3,,,9,9,2,7,4,5,0,1,5,2
14,15,Portland Trail Blazers,2020,35,39,21,15,14,24,15,12,20,27,4,6,4,4,,,7,10,25,31,10,8,9,3,17,18,5,10,6,8,8,7,4,8,3,2,,,3,2,,,7,2,5,8,8,9,1,0,5,2
15,16,Memphis Grizzlies,2020,34,39,20,17,14,22,14,13,20,26,3,4,4,6,,,8,10,28,26,6,13,3,4,18,21,4,10,8,8,11,4,5,6,3,2,,,1,3,,,7,3,8,7,4,9,0,1,2,5
16,17,Phoenix Suns,2020,34,39,17,22,17,17,15,12,19,27,6,4,3,4,,,6,9,22,33,12,6,4,8,15,18,5,8,5,10,7,8,4,9,2,2,,,3,2,,,6,4,6,9,7,9,1,0,7,0
17,18,Orlando Magic,2020,33,40,18,17,15,23,20,23,13,17,6,10,5,8,,,5,5,24,31,9,9,5,5,18,20,5,9,7,8,7,8,6,6,3,2,,,2,2,,,9,5,2,8,6,4,1,0,2,5
18,19,San Antonio Spurs,2020,32,39,19,15,13,24,12,16,20,23,5,5,2,6,,,7,8,23,31,9,8,10,7,10,12,4,12,7,5,7,8,4,7,2,3,,,3,1,,,5,5,6,9,7,6,1,0,4,3
19,20,Sacramento Kings,2020,31,41,16,19,15,22,8,18,23,23,2,8,2,5,,,8,5,21,33,10,8,6,8,12,18,8,5,4,12,6,8,7,4,3,2,,,0,5,,,4,5,7,9,8,9,0,1,3,4
20,21,New Orleans Pelicans,2020,30,42,15,21,15,21,12,12,18,30,2,6,7,3,,,5,12,23,32,7,10,2,6,18,15,5,9,5,10,9,6,6,4,2,3,,,1,4,,,3,3,9,9,4,9,0,1,2,5
21,22,Washington Wizards,2020,25,47,16,20,9,27,18,27,7,20,8,7,5,11,,,2,7,20,33,5,14,1,4,12,25,5,8,4,11,6,9,5,6,3,3,,,1,3,,,5,9,3,7,2,6,0,1,1,6
22,23,Charlotte Hornets,2020,23,42,10,21,13,21,16,24,7,18,5,9,9,8,,,4,4,18,36,5,6,9,8,5,25,6,10,5,10,3,9,5,6,2,4,,,2,3,,,2,7,1,7,2,7,nan,,nan,
23,24,Chicago Bulls,2020,22,43,14,20,8,23,15,28,7,15,1,12,7,9,,,2,5,19,36,3,7,6,6,7,19,5,10,7,7,6,11,1,8,2,3,,,1,4,,,7,7,1,6,4,4,nan,,nan,
24,25,New York Knicks,2020,21,45,11,22,10,23,15,28,6,17,2,11,8,8,,,2,6,17,38,4,7,7,6,8,21,3,11,5,9,4,12,5,6,3,3,,,1,4,,,5,9,1,6,3,5,nan,,nan,
25,26,Atlanta Hawks,2020,20,47,14,20,6,27,11,32,9,15,3,13,2,12,,,3,5,15,41,5,6,1,5,8,29,2,13,3,11,6,9,6,7,1,4,,,2,3,,,6,7,3,5,3,5,nan,,nan,
26,27,Detroit Pistons,2020,20,46,11,22,9,24,12,31,8,15,3,11,5,10,,,4,3,19,38,1,8,4,6,9,26,4,10,6,9,5,11,3,8,0,5,,,2,3,,,4,10,1,7,3,5,nan,,nan,
27,28,Cleveland Cavaliers,2020,19,46,11,25,8,21,12,32,7,14,2,14,4,10,,,0,4,14,40,5,6,5,5,6,28,3,12,5,9,3,13,4,7,2,3,,,2,2,,,6,8,4,4,3,6,nan,,nan,
28,29,Minnesota Timberwolves,2020,19,45,8,24,11,21,10,15,9,30,2,4,3,6,,,4,8,16,37,3,8,3,4,10,21,7,7,2,12,3,12,2,9,2,4,,,3,1,,,5,5,2,10,3,12,nan,,nan,
29,30,Golden State Warriors,2020,15,50,8,26,7,24,6,16,9,34,1,6,3,3,,,2,11,12,43,3,7,1,3,8,30,3,13,5,10,1,13,3,8,2,3,,,1,3,,,2,7,3,12,4,11,nan,,nan,
0,1,Utah Jazz,2021,52,20,31,5,21,15,24,6,28,14,7,3,10,0,,,8,7,27,9,25,11,3,2,39,7,,,2,2,13,3,12,2,9,4,9,7,,,7,2,7,3,7,5,13,2,,,,
1,2,Phoenix Suns,2021,51,21,27,9,24,12,21,9,30,12,7,3,8,2,,,7,5,24,11,27,10,9,3,23,8,,,4,1,6,7,12,3,11,3,12,4,,,6,3,6,4,11,4,12,3,,,,
2,3,Philadelphia 76ers,2021,49,23,29,7,20,16,31,11,18,12,10,2,8,7,,,6,4,24,12,25,11,7,3,27,12,,,4,1,11,5,7,6,10,3,10,6,,,7,2,13,2,5,5,7,3,,,,
3,4,Brooklyn Nets,2021,48,24,28,8,20,16,26,16,22,8,8,4,9,6,,,9,1,24,13,24,11,3,5,24,11,,,3,2,10,7,9,4,11,2,10,6,,,5,3,9,6,7,3,6,4,,,,
4,5,Denver Nuggets,2021,47,25,25,11,22,14,21,9,26,16,5,5,9,1,,,6,9,21,15,26,10,6,4,29,11,,,1,3,11,5,6,7,11,3,13,3,,,5,4,7,3,9,3,11,4,,,,
5,6,Los Angeles Clippers,2021,47,25,26,10,21,15,20,10,27,15,4,6,9,1,,,9,3,24,14,23,11,3,4,31,7,,,4,1,12,4,8,7,8,5,11,4,,,4,4,7,3,10,5,8,7,,,,
6,7,Milwaukee Bucks,2021,46,26,26,10,20,16,30,12,16,14,8,7,11,1,,,5,5,22,14,24,12,6,5,29,12,,,2,3,9,5,10,5,9,4,9,7,,,7,2,11,4,6,4,5,5,,,,
7,8,Dallas Mavericks,2021,42,30,21,15,21,15,21,9,21,21,6,4,6,4,,,6,9,18,16,24,14,5,4,26,17,,,1,3,7,9,8,4,9,5,10,6,,,7,3,9,1,8,7,7,5,,,,
8,9,Los Angeles Lakers,2021,42,30,21,15,21,15,17,13,25,17,4,6,8,2,,,4,8,24,13,18,17,7,5,22,13,,,3,2,12,4,9,5,6,7,6,9,,,6,3,5,5,10,5,11,4,,,,
9,10,Portland Trail Blazers,2021,42,30,20,16,22,14,19,11,23,19,7,3,6,4,,,7,8,21,14,21,16,10,9,19,12,,,2,2,8,6,8,6,11,4,6,10,,,7,2,6,4,6,6,10,5,,,,
10,11,Atlanta Hawks,2021,41,31,25,11,16,20,24,18,17,13,7,8,8,7,,,6,4,16,20,25,11,3,3,25,15,,,3,1,7,8,4,11,9,4,11,6,,,7,1,9,3,5,5,6,4,,,,
11,12,New York Knicks,2021,41,31,25,11,16,20,25,17,16,14,4,8,11,4,,,4,6,19,18,22,13,2,9,24,15,,,2,3,7,9,9,5,6,7,11,4,,,6,3,10,5,4,6,8,2,,,,
12,13,Miami Heat,2021,40,32,21,15,19,17,24,18,16,14,9,6,9,6,,,5,5,18,18,22,14,4,5,17,17,,,2,2,5,10,10,5,7,7,9,6,,,7,2,6,6,5,5,6,4,,,,
13,14,Golden State Warriors,2021,39,33,25,11,14,22,14,16,25,17,3,7,8,2,,,5,7,19,18,20,15,6,4,25,18,,,2,2,9,7,8,7,4,8,8,8,,,8,1,3,7,10,5,10,5,,,,
14,15,Memphis Grizzlies,2021,38,34,18,18,20,16,19,11,19,23,6,4,5,5,,,6,9,16,16,22,18,3,7,23,21,,,1,3,7,3,7,9,7,8,10,7,,,6,4,8,2,7,8,6,6,,,,
15,16,Boston Celtics,2021,36,36,21,15,15,21,20,22,16,14,4,8,7,8,,,6,4,19,17,17,19,7,5,17,12,,,3,2,7,6,7,9,6,8,11,5,,,2,6,9,6,6,4,4,6,,,,
16,17,Washington Wizards,2021,34,38,19,17,15,21,16,26,18,12,4,11,9,6,,,7,3,14,20,20,18,11,8,14,20,,,0,5,4,7,9,7,4,10,12,5,,,5,4,3,9,9,1,2,8,,,,
17,18,Indiana Pacers,2021,34,38,13,23,21,15,20,22,14,16,5,10,7,5,,,2,8,16,19,18,19,5,4,15,17,,,4,1,7,8,4,8,6,8,8,8,,,5,5,8,7,5,5,7,3,,,,
18,19,Charlotte Hornets,2021,33,39,18,18,15,21,20,22,13,17,4,11,8,7,,,4,6,17,18,16,21,9,4,14,24,,,2,2,7,9,7,6,8,5,6,10,,,3,7,8,4,4,6,5,5,,,,
19,20,San Antonio Spurs,2021,33,39,14,22,19,17,16,14,17,25,3,7,7,3,,,6,9,18,14,15,25,7,8,18,20,,,2,2,9,7,6,3,7,9,7,10,,,2,8,6,4,5,10,6,6,,,,
20,21,Chicago Bulls,2021,31,41,15,21,16,20,21,21,10,20,7,8,7,5,,,1,9,16,18,15,23,3,5,16,20,,,2,3,5,8,8,6,4,10,7,10,,,5,4,7,8,3,7,6,4,,,,
21,22,New Orleans Pelicans,2021,31,41,18,18,13,23,13,17,18,24,5,5,5,5,,,7,8,15,21,16,20,3,10,13,21,,,3,2,4,9,7,8,7,6,7,10,,,3,6,3,7,5,10,6,6,,,,
22,23,Sacramento Kings,2021,31,41,16,20,15,21,13,17,18,24,4,6,6,4,,,5,7,14,22,17,19,10,5,12,22,,,3,2,5,9,5,10,9,5,4,11,,,5,4,3,7,7,8,6,9,,,,
23,24,Toronto Raptors,2021,27,45,16,20,11,25,17,25,10,20,4,8,5,10,,,3,7,17,19,10,26,3,6,17,19,,,1,3,7,9,9,5,1,13,8,7,,,1,8,8,7,3,7,4,6,,,,
24,25,Minnesota Timberwolves,2021,23,49,13,23,10,26,8,22,15,27,2,8,4,6,,,4,11,7,29,16,20,4,6,9,25,,,2,2,3,12,2,14,5,8,8,8,,,3,5,2,8,5,7,6,9,,,,
25,26,Cleveland Cavaliers,2021,22,50,13,23,9,27,16,26,6,24,8,7,4,8,,,0,10,14,22,8,28,4,2,11,37,,,3,2,6,9,4,10,4,9,4,12,,,1,8,4,11,2,8,4,6,,,,
26,27,Oklahoma City Thunder,2021,22,50,10,26,12,24,10,20,12,30,4,6,3,7,,,2,13,15,21,7,29,7,5,5,36,,,1,3,7,7,6,10,6,7,1,15,,,1,8,3,7,3,9,7,8,,,,
27,28,Orlando Magic,2021,21,51,11,25,10,26,13,29,8,22,2,13,7,8,,,4,6,13,23,8,28,3,5,6,35,,,4,1,4,12,5,8,3,10,3,13,,,2,7,4,8,2,8,2,8,,,,
28,29,Detroit Pistons,2021,20,52,13,23,7,29,12,30,8,22,7,8,1,11,,,3,7,10,26,10,26,1,8,14,31,,,0,4,5,11,4,10,4,9,6,10,,,1,8,4,11,2,8,3,7,,,,
29,30,Houston Rockets,2021,17,55,9,27,8,28,6,24,11,31,1,9,2,8,,,3,12,11,23,6,32,3,4,8,37,,,1,2,8,7,2,12,2,13,3,13,,,1,8,3,7,3,12,5,7,,,,
0,1,Phoenix Suns,2022,64,18,32,9,32,9,25,5,39,13,8,2,9,1,,,10,6,48,10,16,8,6,2,37,9,16,0,9,5,13,1,9,3,13,2,2,4,2,3,,,8,2,14,4,15,3,,,,
1,2,Memphis Grizzlies,2022,56,26,30,11,26,15,20,10,36,16,6,4,9,1,,,15,3,41,19,15,7,5,3,33,17,8,7,12,4,12,4,8,2,11,3,2,3,3,3,,,5,5,10,8,11,5,,,,
2,3,Golden State Warriors,2022,53,29,31,10,22,19,20,10,33,19,6,4,8,2,,,12,4,42,17,11,12,6,5,34,10,13,2,9,4,11,6,5,5,5,11,5,0,5,1,,,6,4,12,6,9,9,,,,
3,4,Miami Heat,2022,53,29,29,12,24,17,35,17,18,12,10,8,12,6,,,4,6,38,21,15,8,3,6,31,15,8,7,10,5,9,6,9,2,8,7,4,1,5,1,,,13,3,6,4,8,2,,,,
4,5,Dallas Mavericks,2022,52,30,29,12,23,18,16,14,36,16,6,4,6,4,,,10,8,35,24,17,6,7,5,27,14,6,7,7,9,12,4,7,3,12,4,4,1,4,2,,,4,6,12,6,14,2,,,,
5,6,Boston Celtics,2022,51,31,28,13,23,18,33,19,18,12,9,7,12,6,,,5,5,34,26,17,5,3,9,35,9,9,6,6,9,10,6,9,2,11,3,4,1,2,4,,,12,6,7,3,6,4,,,,
6,7,Milwaukee Bucks,2022,51,31,27,14,24,17,33,19,18,12,10,8,12,4,,,7,3,36,24,15,7,4,2,31,15,10,4,11,5,7,8,6,4,11,3,3,3,3,4,,,11,7,5,5,6,4,,,,
7,8,Philadelphia 76ers,2022,51,31,24,17,27,14,32,20,19,11,6,10,14,4,,,6,4,35,23,16,8,6,6,28,11,7,8,8,6,12,3,6,4,9,7,5,1,4,2,,,12,6,5,5,8,2,,,,
8,9,Utah Jazz,2022,49,33,29,12,20,21,16,14,33,19,7,3,4,6,,,9,9,36,22,13,11,1,6,34,10,9,6,12,2,4,12,8,1,8,9,3,2,5,1,,,5,5,15,1,9,9,,,,
9,10,Denver Nuggets,2022,48,34,23,18,25,16,19,11,29,23,6,4,5,5,,,13,5,33,25,15,9,8,3,23,20,6,8,7,6,11,5,8,4,10,6,2,3,4,2,,,8,2,6,10,10,8,,,,
10,11,Toronto Raptors,2022,48,34,24,17,24,17,30,22,18,12,10,6,8,10,,,7,3,32,25,16,9,7,6,25,14,5,10,6,4,10,6,8,4,11,5,4,2,4,3,,,12,6,5,5,6,4,,,,
11,12,Chicago Bulls,2022,46,36,27,14,19,22,29,23,17,13,8,10,10,6,,,5,5,38,21,8,15,4,4,23,20,9,7,9,2,8,8,8,5,6,9,1,4,5,1,,,11,7,8,2,4,6,,,,
12,13,Minnesota Timberwolves,2022,46,36,26,15,20,21,14,16,32,20,4,6,7,3,,,8,10,31,28,15,8,4,4,28,21,8,8,5,9,9,6,8,4,10,5,3,2,3,2,,,3,7,12,4,12,6,,,,
13,14,Brooklyn Nets,2022,44,38,20,21,24,17,31,21,13,17,10,6,12,6,,,3,7,31,28,13,10,8,4,20,20,11,3,8,4,6,10,3,10,8,7,4,1,4,3,,,9,9,4,6,6,4,,,,
14,15,Cleveland Cavaliers,2022,44,38,25,16,19,22,27,25,17,13,8,10,10,6,,,4,6,35,23,9,15,10,4,22,19,8,6,9,6,11,4,5,5,6,10,2,3,3,4,,,9,9,8,2,5,5,,,,
15,16,Atlanta Hawks,2022,43,39,27,14,16,25,26,26,17,13,6,12,11,7,,,6,4,28,30,15,9,7,3,24,18,8,7,5,9,8,7,5,5,11,6,3,2,3,3,,,9,7,5,5,6,4,,,,
16,17,Charlotte Hornets,2022,43,39,22,19,21,20,27,25,16,14,8,10,11,7,,,3,7,29,31,14,8,6,8,24,23,8,8,6,7,9,6,2,10,10,4,3,2,5,2,,,8,8,6,4,7,3,,,,
17,18,Los Angeles Clippers,2022,42,40,25,16,17,24,16,14,26,26,4,6,4,6,,,9,7,30,31,12,9,10,5,20,21,10,6,7,8,8,9,6,4,5,9,5,0,1,4,,,8,2,10,8,7,11,,,,
18,19,New York Knicks,2022,37,45,17,24,20,21,22,30,15,15,5,11,8,10,,,6,4,25,34,12,11,5,6,19,23,6,9,6,9,7,8,1,9,9,7,3,2,5,1,,,9,9,2,8,7,3,,,,
19,20,New Orleans Pelicans,2022,36,46,19,22,17,24,11,19,25,27,2,8,6,4,,,10,8,23,36,13,10,4,3,23,30,5,11,7,5,5,10,7,4,8,7,3,3,1,6,,,3,7,9,9,6,10,,,,
20,21,Washington Wizards,2022,35,47,21,20,14,27,24,28,11,19,8,10,9,9,,,2,8,27,31,8,16,12,6,11,27,8,7,5,9,5,9,4,7,6,10,2,4,5,1,,,7,9,5,5,4,6,,,,
21,22,San Antonio Spurs,2022,34,48,16,25,18,23,10,20,24,28,2,8,3,7,,,7,11,23,36,11,12,6,5,19,24,4,9,8,7,5,12,5,6,7,7,3,3,2,4,,,5,5,11,7,6,10,,,,
22,23,Los Angeles Lakers,2022,33,49,21,20,12,29,15,15,18,34,4,6,5,5,,,3,13,27,31,6,18,5,7,13,22,8,8,6,8,6,8,3,6,4,12,2,4,4,3,,,6,4,8,10,7,11,,,,
23,24,Sacramento Kings,2022,30,52,16,25,14,27,10,20,20,32,1,9,3,7,,,6,10,22,38,8,14,7,8,11,30,5,11,7,8,3,12,5,6,5,9,2,3,3,3,,,6,4,6,12,8,10,,,,
24,25,Portland Trail Blazers,2022,27,55,17,24,10,31,16,14,11,41,6,4,5,5,,,5,13,25,34,2,21,1,5,11,41,8,8,2,11,8,8,4,6,2,13,0,6,3,3,,,5,5,1,15,5,13,,,,
25,26,Indiana Pacers,2022,25,57,16,25,9,32,11,41,14,16,5,13,2,14,,,4,6,20,40,5,17,3,14,14,19,8,8,5,8,5,11,2,9,4,10,0,5,1,6,,,4,14,4,6,6,4,,,,
26,27,Oklahoma City Thunder,2022,24,58,12,29,12,29,7,23,17,35,4,6,2,8,,,5,13,18,40,6,18,7,6,9,32,5,9,7,8,2,12,4,8,3,12,2,4,1,5,,,1,9,6,10,6,12,,,,
27,28,Detroit Pistons,2022,23,59,13,28,10,31,18,34,5,25,5,13,6,10,,,1,9,13,45,10,14,7,6,6,33,3,12,1,11,7,9,3,9,6,10,2,3,1,5,,,7,11,2,8,2,8,,,,
28,29,Orlando Magic,2022,22,60,12,29,10,31,12,40,10,20,4,14,5,13,,,1,9,13,47,9,13,2,7,6,39,3,12,3,11,4,11,4,7,5,10,2,3,1,6,,,3,13,6,4,3,7,,,,
29,30,Houston Rockets,2022,20,62,11,30,9,32,9,21,11,41,1,9,3,7,,,2,16,15,43,5,19,3,9,9,44,3,11,6,10,4,10,1,9,5,12,0,5,1,5,,,5,5,6,12,3,13,,,,
0,1,Milwaukee Bucks,2023,58,24,32,9,26,15,35,17,23,7,12,6,11,5,,,8,2,41,17,17,7,6,1,30,15,9,5,8,7,11,5,10,0,11,5,3,2,6,0,,,12,6,9,1,6,4,,,,
1,2,Boston Celtics,2023,57,25,32,9,25,16,34,18,23,7,11,5,11,7,,,7,3,42,17,15,8,5,8,31,11,14,2,8,6,10,5,8,3,10,6,3,1,4,2,,,12,6,7,3,9,1,,,,
2,3,Philadelphia 76ers,2023,54,28,29,12,25,16,34,18,20,10,10,6,13,5,,,8,2,38,19,16,9,10,5,26,11,8,6,9,4,11,3,7,4,12,5,3,2,4,4,,,11,7,7,3,5,5,,,,
3,4,Denver Nuggets,2023,53,29,34,7,19,22,19,11,34,18,4,6,7,3,,,13,5,41,18,12,11,7,6,29,15,10,4,9,5,12,4,9,3,7,7,2,3,4,3,,,8,2,10,6,11,7,,,,
4,5,Cleveland Cavaliers,2023,51,31,31,10,20,21,34,18,17,13,8,10,13,3,,,5,5,38,23,13,8,5,8,33,11,9,7,9,6,8,8,8,3,9,5,3,1,5,1,,,13,5,4,6,8,2,,,,
5,6,Memphis Grizzlies,2023,51,31,35,6,16,25,21,9,30,22,5,5,8,2,,,8,10,35,22,16,9,3,6,31,17,8,6,10,4,10,5,5,5,12,5,2,3,4,3,,,8,2,9,9,13,3,,,,
6,7,Sacramento Kings,2023,48,34,23,18,25,16,16,14,32,20,4,6,7,3,,,9,7,32,25,16,9,9,7,19,13,9,5,8,6,9,6,8,4,11,5,1,4,2,4,,,5,5,11,7,12,6,,,,
7,8,New York Knicks,2023,47,35,23,18,24,17,32,20,15,15,8,8,12,6,,,4,6,33,27,14,8,10,4,23,13,7,9,9,6,8,7,9,2,9,6,2,2,3,3,,,12,6,7,3,4,6,,,,
8,9,Brooklyn Nets,2023,45,37,23,18,22,19,30,22,15,15,7,9,7,11,,,4,6,34,24,11,13,10,4,22,17,10,6,12,1,7,7,3,8,8,8,3,2,2,5,,,16,2,6,4,5,5,,,,
9,10,Phoenix Suns,2023,45,37,28,13,17,24,15,15,30,22,6,4,6,4,,,9,7,32,28,13,9,4,9,28,17,10,5,5,11,7,8,6,4,9,6,3,2,5,1,,,3,7,11,7,10,8,,,,
10,11,Golden State Warriors,2023,44,38,33,8,11,30,14,16,30,22,5,5,4,6,,,7,9,29,29,15,9,4,8,24,16,8,7,8,7,7,6,6,6,9,7,3,1,3,4,,,5,5,10,8,13,5,,,,
11,12,Los Angeles Clippers,2023,44,38,23,18,21,20,17,13,27,25,6,4,6,4,,,9,7,33,28,11,10,4,6,20,21,10,6,8,7,8,8,4,6,8,6,3,1,3,4,,,5,5,6,12,12,6,,,,
12,13,Miami Heat,2023,44,38,27,14,17,24,24,28,20,10,6,12,8,10,,,7,3,32,27,12,11,14,8,12,13,8,7,9,6,10,5,4,6,7,8,4,1,2,5,,,10,6,6,4,7,3,,,,
13,14,Los Angeles Lakers,2023,43,39,23,18,20,21,16,14,27,25,3,7,5,5,,,6,10,27,32,16,7,8,5,19,19,7,7,7,9,9,7,5,5,10,5,4,1,1,5,,,8,2,9,9,12,6,,,,
14,15,Minnesota Timberwolves,2023,42,40,22,19,20,21,13,17,29,23,4,6,5,5,,,10,8,31,30,11,10,6,7,15,16,7,8,5,10,11,5,5,6,7,7,3,1,4,3,,,4,6,8,8,11,7,,,,
15,16,New Orleans Pelicans,2023,42,40,27,14,15,26,13,17,29,23,4,6,5,5,,,9,9,30,29,12,11,4,6,25,20,9,6,10,5,3,13,4,6,9,6,3,2,4,2,,,4,6,9,9,11,5,,,,
16,17,Atlanta Hawks,2023,41,41,24,17,17,24,26,26,15,15,6,12,12,6,,,6,4,29,30,12,11,10,7,19,15,8,7,5,9,8,7,6,5,7,8,3,2,4,3,,,8,8,4,6,5,5,,,,
17,18,Toronto Raptors,2023,41,41,27,14,14,27,26,26,15,15,4,12,10,8,,,3,7,28,31,13,10,4,10,23,16,7,7,5,10,7,9,8,3,7,7,3,2,4,3,,,12,6,5,5,7,3,,,,
18,19,Chicago Bulls,2023,40,42,22,19,18,23,27,25,13,17,9,9,7,9,,,2,8,26,33,14,9,4,7,24,19,6,8,7,8,7,7,5,7,9,6,3,2,3,4,,,11,7,6,4,5,5,,,,
19,20,Oklahoma City Thunder,2023,40,42,24,17,16,25,15,15,25,27,6,4,5,5,,,6,12,28,29,12,13,7,7,21,15,6,10,6,8,9,5,4,7,10,7,2,2,3,3,,,4,6,9,7,10,8,,,,
20,21,Dallas Mavericks,2023,38,44,23,18,15,26,10,20,28,24,6,4,2,8,,,10,8,31,29,7,15,8,12,11,12,7,7,11,6,6,9,5,6,5,9,1,4,3,3,,,2,8,9,9,9,7,,,,
21,22,Utah Jazz,2023,37,45,23,18,14,27,13,17,24,28,3,7,4,6,,,8,10,29,31,8,14,10,8,13,16,7,9,6,9,7,6,5,6,5,9,1,4,6,2,,,6,4,6,10,10,8,,,,
22,23,Indiana Pacers,2023,35,47,20,21,15,26,24,28,11,19,7,11,7,9,,,5,5,26,34,9,13,8,7,9,25,9,4,8,8,4,11,4,7,6,9,1,3,3,5,,,10,8,2,8,4,6,,,,
23,24,Washington Wizards,2023,35,47,19,22,16,25,21,31,14,16,5,13,8,10,,,3,7,28,30,7,17,7,6,19,21,8,7,5,10,8,5,5,6,5,11,1,4,3,4,,,8,8,4,6,7,3,,,,
24,25,Orlando Magic,2023,34,48,20,21,14,27,20,32,14,16,8,10,5,13,,,5,5,24,35,10,13,5,6,16,24,4,11,8,7,7,7,6,5,7,8,1,4,1,6,,,7,9,4,6,5,5,,,,
25,26,Portland Trail Blazers,2023,33,49,17,24,16,25,10,20,23,29,1,9,3,7,,,6,12,28,30,5,19,8,7,18,28,6,10,7,6,6,9,5,6,3,13,1,4,5,1,,,6,4,7,9,10,8,,,,
26,27,Charlotte Hornets,2023,27,55,13,28,14,27,15,37,12,18,2,16,6,12,,,3,7,17,43,10,12,3,3,8,35,3,11,4,12,5,10,5,6,6,9,1,3,3,4,,,7,9,4,6,5,5,,,,
27,28,Houston Rockets,2023,22,60,14,27,8,33,10,20,12,40,2,8,4,6,,,3,15,13,45,9,15,5,4,6,36,4,9,5,10,2,12,1,10,6,11,3,1,1,7,,,4,6,5,13,4,12,,,,
28,29,San Antonio Spurs,2023,22,60,14,27,8,33,12,18,10,42,3,7,6,4,,,1,17,14,45,8,15,3,3,6,42,1,14,6,8,2,13,1,10,4,11,3,2,5,2,,,3,7,6,12,3,13,,,,
29,30,Detroit Pistons,2023,17,65,9,32,8,33,8,44,9,21,1,17,2,14,,,2,8,15,44,2,21,2,8,6,37,3,12,5,11,3,10,2,8,1,14,1,4,2,6,,,5,13,5,5,2,8,,,,
